planet_name,host_star_name,star_number_per_system,discovery_method,year_of_discovery,discovery_facility,spectral_type,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_mass_earth_mass,planet_rad_jupiter_rad,planet_mass_jupiter_mass,orbital_eccentricity,planet_equil_temp_k,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,stellar_surf_grav,distance_parsec,stellar_mass_imputation_method,stellar_luminosity_solar_lum,planet_orbital_velocity
HAT-P-32 b,HAT-P-32,2.0,Transit,2011.0,HATNet,FV,2.1500083347,0.03421,20.3499725,216.1244,1.8155,0.68,0.159,1800.2333333333331,6196.75,1.233875,1.156,4.293333333333334,289.205,observed,2.0141327054221723,5.814031279287595
HAT-P-33 b,HAT-P-33,2.0,Transit,2011.0,HATNet,F4,3.4744750842857144,0.049925,19.511008,292.4036,1.7406666666666666,0.92,0.106,1782.0,6448.333333333333,1.6675999999999995,1.82,4.15,396.11,observed,4.313835104139677,6.038813832903396
HAT-P-34 b,HAT-P-34,1.0,Transit,2011.0,HATNet,FV,5.452651917142857,0.06772,13.988774333333334,1058.3739,1.248,3.33,0.4328,1520.0,6461.142857142857,1.539908,1.3794285714285712,4.207443333333334,249.325,observed,3.7078040483294057,4.514047428072779
HAT-P-35 b,HAT-P-35,3.0,Transit,2011.0,HATNet,FV,3.646682733333333,0.04979,14.930388,335.62848,1.332,1.056,0.02,1581.0,6112.4,1.4154300000000002,1.222,4.227485,506.965,observed,2.5090753894290363,4.954952822440789
HAT-P-36 b,HAT-P-36,1.0,Transit,2011.0,HATNet,G5 V,1.3273471553,0.0239239999999999,14.227928,574.0604526666667,1.2693333333333334,1.8062,0.0616,1803.0425,5580.0,1.0724285714285713,1.028375,4.3853333333333335,294.419,observed,1.000376307253625,6.557432703278513
HAT-P-37 b,HAT-P-37,1.0,Transit,2011.0,HATNet,GV,2.79744091,0.0379133333333333,13.402160333333336,377.0472333333333,1.1956666666666669,1.1863333333333332,0.058,1271.0,5500.0,0.8789999999999999,0.929,4.5175,390.594,observed,0.6343345376402265,4.950930802424088
HAT-P-38 b,HAT-P-38,1.0,Transit,2012.0,HATNet,GV,4.640346261666666,0.052305,9.2472125,84.85880499999999,0.825,0.267,0.064,1082.0,5302.2,0.923,0.885,4.43124,255.206,observed,0.6041122934285135,4.114101632978887
HAT-P-39 b,HAT-P-39,2.0,Transit,2012.0,HATNet,FV,3.543871233333333,0.050925,17.6091695,185.608635,1.571,0.584,0.085,1752.0,6430.0,1.625,1.404,4.16,697.004,observed,4.049864308104084,5.2516166799160935
HAT-P-4 b,HAT-P-4,2.0,Transit,2007.0,HATNet,F,3.056504583,0.0445239999999999,14.672472,207.06457875,1.309,0.6515000000000001,0.0136142857142857,1688.5,5866.714285714285,1.5981111111111113,1.2558888888888888,4.130999999999999,320.451,observed,2.714460615432057,5.31194422128025
HAT-P-40 b,HAT-P-40,1.0,Transit,2012.0,HATNet,FV,4.457229966666667,0.06078,18.607083333333332,152.5584,1.66,0.48,0.04,1770.0,6080.0,2.1528,1.03,3.93,464.469,observed,5.682134853445196,4.11730697938992
HAT-P-41 b,HAT-P-41,2.0,Transit,2012.0,HATNet,,2.694048396666666,0.04259,19.909945,378.2177,1.77625,1.19,0.0733333333333333,1941.0,6402.714285714285,1.7441666666666666,2.56,4.265,348.185,observed,4.586932020936582,7.754274066218382
HAT-P-42 b,HAT-P-42,1.0,Transit,2012.0,HATNet,GV,4.641853841666666,0.0575,14.34776,305.7457,1.28,0.962,0.055,1428.0,5766.2,1.53,1.178,4.145555,405.238,observed,2.3218358826116994,4.527033485190835
HAT-P-43 b,HAT-P-43,1.0,Transit,2012.0,HATNet,GV,3.332677534285714,0.0443833333333333,14.115909666666669,221.20545,1.25932975,0.696,0.105,1357.0,5658.891666666666,1.0997,1.0444,4.368944000000001,528.8249999999999,observed,1.1126634439900813,4.851750480331704
HAT-P-44 b,HAT-P-44,1.0,Transit,2014.0,HATNet,GV,4.301195645999999,0.0507,13.922,111.871,1.242,0.352,0.044,1108.0,5250.04,0.949,0.9419999999999998,4.4310925,347.85,observed,0.6138647902329342,4.311182976603798
HAT-P-44 c,HAT-P-44,1.0,Radial Velocity,2014.0,W. M. Keck Observatory,GV,872.2,1.752,30.569345954084973,1271.3,,4.0,0.494,158.0185148950164,5295.0,0.949,0.942,4.46,347.85,observed,0.6351643766594534,0.733387299000887
HAT-P-45 b,HAT-P-45,1.0,Transit,2014.0,HATNet,FV,3.1289927220000004,0.0452049999999999,15.984017,278.41290000000004,1.426,0.876,0.049,1652.0,6143.75,1.319,1.259,4.23688,298.64,observed,2.2238914326616803,5.27830658597609
HAT-P-46 b,HAT-P-46,1.0,Transit,2014.0,HATNet,FV,4.46313456,0.0577,14.392,156.684,1.284,0.493,0.1215,1458.0,6609.0,1.3957133333333331,1.284,4.29836,290.736,observed,3.334458465604026,4.718126592138192
HAT-P-49 b,HAT-P-49,1.0,Transit,2014.0,HATNet,F,2.691552032857143,0.0437899999999999,16.499542333333334,603.8693666666667,1.4720000000000002,1.9,0.03,2131.0,6820.0,1.8708333333333331,2.22,4.1,350.35100000000006,observed,6.793562061376048,7.121377344821404
HAT-P-5 b,HAT-P-5,1.0,Transit,2007.0,HATNet,G,2.7884803450000004,0.04079,13.900467473333334,329.269582284,1.2401666666666666,1.036,0.0239999999999999,1528.0,5960.0,1.12425,1.0874,4.375,303.33600000000007,observed,1.430871657785704,5.1640780270906825
HAT-P-50 b,HAT-P-50,1.0,Transit,2015.0,HATNet,FV,3.122008308333333,0.045285,14.437192,430.500735,1.288,1.3545,0.0995,1862.0,6280.0,1.698,1.273,4.072,515.458,observed,4.023498064369113,5.302882445488669
HAT-P-51 b,HAT-P-51,1.0,Transit,2015.0,HATNet,GV,4.218024066,0.0505933333333333,14.164431913333331,98.20930698333332,1.2636666666666667,0.309,0.0965,1180.1,5449.8,1.0318,0.973,4.4004,440.08900000000006,observed,0.8425644968989554,4.386162900989277
HAT-P-52 b,HAT-P-52,1.0,Transit,2015.0,HATNet,KV,2.753596603333333,0.03695,11.309881,259.826025,1.009,0.8174999999999999,0.047,1218.0,5111.216,0.893,0.887,4.486445,361.155,observed,0.48830335280276493,4.900377899319536
HAT-P-53 b,HAT-P-53,1.0,Transit,2015.0,HATNet,GV,1.9616244000000005,0.031595,14.773462,470.547315,1.318,1.4805,0.134,1778.0,5956.0,1.209,1.093,4.31,666.802,observed,1.6502935717784861,5.882688945119069
HAT-P-54 b,HAT-P-54,1.0,Transit,2015.0,HATNet,KV,3.799878755555556,0.0411949999999999,10.581296,241.5508,0.944,0.76,0.074,818.0,4362.0,0.6401428571428571,0.645,4.658,143.651,observed,0.1331025275956657,3.9576062909188243
HAT-P-55 b,HAT-P-55,1.0,Transit,2015.0,HATNet,GV,3.5852382585714286,0.0461199999999999,13.779588816666667,186.24806352333331,1.2293333333333334,0.586,0.1545,1340.0,5807.333333333333,1.0266666666666666,1.0155,4.4198,511.388,observed,1.075612380184613,4.693213362674967
HAT-P-56 b,HAT-P-56,1.0,Transit,2015.0,HATNet,FV,2.790850879,0.0431066666666666,17.101729666666667,676.9779,1.525771048333333,2.1300000000000003,0.268,1840.0,6615.0,1.4368333333333334,1.3208,3.39,320.639,observed,3.54668022505157,5.53632139011815
HAT-P-57 b,HAT-P-57,3.0,Transit,2015.0,HATNet,A8 V,2.46529612,0.0406,17.6709885,448.1403,1.5765,1.41,0.0,2200.0,7207.5,1.5875,2.77,4.25075,279.86,observed,6.101771247755025,8.261365786191886
HAT-P-58 b,HAT-P-58,1.0,Transit,2021.0,HATNet,FV,4.013836850000001,0.04994,14.93036229,118.2321674,1.332,0.372,0.073,1622.0,6078.0,1.53,1.031,4.082,515.59,observed,2.8662594168532447,4.544436586494945
HAT-P-59 b,HAT-P-59,1.0,Transit,2021.0,HATNet,GV,4.141977233333333,0.05064,12.58768533,489.45574678,1.123,1.54,0.03,1277.8,5678.0,1.1038,1.008,4.356,265.471,observed,1.1361931906972038,4.462296270494649
HAT-P-6 b,HAT-P-6,1.0,Transit,2007.0,HATNet,,3.85299342125,0.0523875,15.389963,419.5356,1.373,1.32,0.01675,1689.5,6570.0,1.4915714285714283,1.79,4.2136,275.35800000000006,observed,3.7191135627833765,5.846388380791345
HAT-P-60 b,HAT-P-60,1.0,Transit,2021.0,HATNet,FIV,4.794857933333334,0.06277,18.28184752,182.43350562,1.631,0.574,0.25,1772.0,6212.0,2.197,1.435,3.9114,233.22,observed,6.4487531353689045,4.782168453178854
HAT-P-61 b,HAT-P-61,1.0,Transit,2021.0,HATNet,GV,1.90231289,0.0301,10.07687365,335.9446262,0.899,1.057,0.113,1505.0,5587.0,0.938,1.004,4.496,338.84,observed,0.7691485261257429,5.776417733421469
HAT-P-62 b,HAT-P-62,1.0,Transit,2021.0,HATNet,GV,2.64532328,0.03772,12.02723629,241.86741773,1.073,0.761,0.101,1512.0,5629.0,1.17,1.023,4.312,348.815,observed,1.2330666962392511,5.208671386668655
HAT-P-63 b,HAT-P-63,1.0,Transit,2021.0,HATNet,GV,3.377728,0.04294,12.5428494,195.1466419,1.119,0.614,0.069,1237.0,5400.0,0.9661,0.925,4.435,403.458,observed,0.7120476434773401,4.64210361836663
HAT-P-64 b,HAT-P-64,1.0,Transit,2021.0,HATNet,FV,4.0072331000000005,0.05387,19.08889413,184.34047606,1.703,0.58,0.101,1766.0,6457.0,1.735,1.298,4.072,651.897,observed,4.694744413685614,4.909517839455852
HAT-P-65 b,HAT-P-65,1.0,Transit,2016.0,HATNet,G2,2.6054496125,0.039965,19.621338955,171.78667374,1.7505,0.5405,0.304,1874.0,5844.25,1.8115,1.23325,4.014225,738.519,observed,3.4346435219134777,5.555979535184347
HAT-P-66 b,HAT-P-66,1.0,Transit,2016.0,HATNet,G0,2.972087425,0.04363,17.82231,248.86089,1.59,0.783,0.09,1896.0,6002.0,1.881,1.255,3.993,935.456,observed,4.119565433672308,5.364191089418484
HAT-P-67 b,HAT-P-67,2.0,Transit,2017.0,HATNet,FIV,4.810103766666667,0.06505,23.370765,108.0622,2.085,0.34,0.0,1903.0,6406.0,2.546,1.642,3.854,371.686,observed,9.79387114669381,5.025021334069832
HAT-P-68 b,HAT-P-68,1.0,Transit,2020.0,HATNet,K,2.29840553,0.02996,12.016048,230.10892,1.072,0.724,0.041,1027.8,4508.0,0.6701,0.6785,4.615,202.152,observed,0.16638137740820677,4.759693699404193
HAT-P-69 b,HAT-P-69,1.0,Transit,2019.0,HATNet,FIV,4.786960825,0.06555,18.786284,1137.8314,1.676,3.58,0.0,1930.0,7394.0,1.926,1.648,4.11,341.263,observed,9.947643218317038,5.014957301023387
HAT-P-7 b,HAT-P-7,2.0,Transit,2008.0,HATNet,FIV,2.204735510631579,0.0372608333333333,16.228396785714285,562.4338937499999,1.4477973085714286,1.769625,0.0010583333333333,2250.333333333333,6397.615263157895,1.9524822222222225,1.4975,4.0163030769230765,341.07899999999995,observed,5.729760945886141,6.34062571532436
HAT-P-70 b,HAT-P-70,1.0,Transit,2019.0,HATNet,AV,2.7443221025,0.04739,20.96083,2154.8874,1.87,6.78,0.0,2562.0,8450.0,1.858,1.89,4.181,330.739,observed,15.790944425235715,6.316296837746637
HAT-P-8 b,HAT-P-8,3.0,Transit,2008.0,HATNet,FV,3.0763469962500003,0.045615,16.030790875,437.1712264883333,1.43025,1.3755,0.00178,1706.5,6200.0,1.578,1.278,4.1635,211.553,observed,3.3011906448712636,5.29403211223266
HAT-P-9 b,HAT-P-9,1.0,Transit,2008.0,HATNet,FV,3.9228292,0.0529175,15.6315514,237.608228,1.3946,0.7476,0.081,1536.6666666666667,6350.0,1.3236,1.28025,4.293,455.2029999999999,observed,2.5556317096389356,4.919519846959854
HATS-1 b,HATS-1,1.0,Transit,2012.0,HATSouth,GV,3.4464570380000006,0.04443,14.594059,572.87625,1.302,1.8025,0.1073333333333333,1359.0,5870.0,1.038,0.986,4.4,283.971,observed,1.1477226752947407,4.711674550918057
HATS-10 b,HATS-10,1.0,Transit,2015.0,HATSouth,GV,3.312840033333333,0.04492,10.861521,176.55456500000005,0.969,0.5555,0.501,1407.0,5880.0,1.105,1.101,4.392,534.889,observed,1.3095549012047234,4.9516366605240805
HATS-11 b,HATS-11,1.0,Transit,2016.0,HATSouth,G0,3.61917105,0.04842,15.904674600000002,266.97720000000004,1.419105772,0.84,0.34,1616.5,6138.5,1.479996,1.33,4.1398725,944.603,observed,2.7903583055566394,5.241896141004863
HATS-12 b,HATS-12,1.0,Transit,2016.0,HATSouth,F,3.1427911166666664,0.0460249999999999,7.76,758.02455,0.69230083,2.385,0.085,1446.0,6333.333333333333,1.228206666666667,1.1871825,4.167666666666666,746.138,observed,2.1775199152114815,5.0796855461224215
HATS-13 b,HATS-13,1.0,Transit,2015.0,HATSouth,GV,3.0440520433333336,0.04058,13.585308,180.368525,1.212,0.5675,0.2005,1244.0,5523.0,0.8870000000000001,0.962,4.524,421.855,observed,0.6568062284631648,4.869748120543159
HATS-14 b,HATS-14,1.0,Transit,2015.0,HATSouth,GV,2.766762432,0.03815,11.649887333333334,340.0781,1.0393333333333332,1.07,0.126,1276.0,5361.5,0.93225,0.96775,4.484,513.011,observed,0.644317423091551,5.037433231332358
HATS-15 b,HATS-15,1.0,Transit,2016.0,HATSouth,G9 V,1.74748753,0.02712,12.385945,689.6911,1.105,2.17,0.126,1505.0,5311.0,0.922,0.871,4.449,1139.55,observed,0.6068158244833078,5.668122385100082
HATS-16 b,HATS-16,1.0,Transit,2016.0,HATSouth,G3 V,2.6865026000000003,0.03744,14.5717,1039.3041,1.3,3.27,0.0,1592.0,5738.0,1.238,0.97,4.239,757.044,observed,1.490641867248841,5.090880831363753
HATS-17 b,HATS-17,1.0,Transit,2016.0,HATSouth,G V,16.2546495,0.1308,8.709393,425.25654,0.777,1.338,0.029,814.0,5846.0,1.091,1.131,4.416,400.331,observed,1.2473105486258285,2.9410500443932124
HATS-18 b,HATS-18,1.0,Transit,2016.0,Multiple Observatories,G V,0.8378417,0.017505,14.941597,629.2239425,1.333,1.97975,0.166,2064.74,5600.0,1.02,1.037,4.436,624.368,observed,0.9179991974317326,7.698095679383999
HATS-2 b,HATS-2,1.0,Transit,2013.0,HATSouth,K,1.3541333638333333,0.02305,12.920196116666666,449.7226058633334,1.1526666666666667,1.415,0.145,1563.5,5227.0,0.8936,0.8864000000000001,4.487500000000001,341.925,observed,0.5347935621414966,6.202323192111191
HATS-22 b,HATS-22,1.0,Transit,2017.0,HATSouth,K V,4.722815420000001,0.05025,10.682177,870.8542,0.953,2.74,0.0795,858.0,4803.0,0.689,0.759,4.644,229.518,observed,0.22666196023101035,3.887119023135804
HATS-23 b,HATS-23,1.0,Transit,2017.0,HATSouth,G V,2.16051315,0.03397,20.84874,467.2101,1.86,1.47,0.114,1654.0,5780.0,1.199,1.121,4.328,639.004,observed,1.4395924816064016,5.74552894434784
HATS-24 b,HATS-24,1.0,Transit,2017.0,HATSouth,F V,1.3484969214285714,0.02501,16.559429333333334,746.9005,1.4773333333333334,2.35,0.121,2116.5,6272.333333333333,1.1589999999999998,1.1848,4.378400000000001,494.1819999999999,observed,1.8654054559411275,6.883996817375889
HATS-25 b,HATS-25,1.0,Transit,2016.0,HATSouth,G,4.298645115,0.05163,14.12334,194.82979,1.26,0.613,0.176,1277.0,5715.0,1.107,0.994,4.347,471.158,observed,1.1728704124677385,4.38851021568378
HATS-26 b,HATS-26,1.0,Transit,2016.0,HATSouth,F,3.30239075,0.04735,19.61575,206.5895,1.75,0.65,0.245,1918.0,6071.0,2.04,1.299,3.936,861.843,observed,5.07213864498621,5.2386522209919315
HATS-27 b,HATS-27,1.0,Transit,2016.0,HATSouth,F,4.637043775,0.0611,16.8135,168.4499,1.5,0.53,0.581,1659.0,6438.0,1.74,1.415,4.107,816.988,observed,4.666510377185256,4.813185489972301
HATS-28 b,HATS-28,1.0,Transit,2016.0,HATSouth,G,3.1810752,0.04131,13.383546,213.58176,1.194,0.672,0.202,1253.0,5498.0,0.922,0.929,4.476,535.383,observed,0.6969002721273906,4.7430231402160965
HATS-29 b,HATS-29,1.0,Transit,2016.0,HATSouth,G,4.6058781600000005,0.05475,13.74222241,207.065727275,1.226,0.6515,0.158,1221.0,5689.8,1.0716,1.0366,4.3924,353.891,observed,1.0797998520034957,4.351996370307698
HATS-3 b,HATS-3,1.0,Transit,2013.0,HATSouth,F,3.5478507228571425,0.0485066666666666,14.384042,301.29935750000004,1.28325,0.948,0.075,1648.0,6351.0,1.4032,1.2091999999999998,4.22,411.2110000000001,observed,2.874070737833283,4.993710225661542
HATS-30 b,HATS-30,2.0,Transit,2016.0,HATSouth,G,3.1743513775,0.04354,13.170575,224.38798,1.175,0.706,0.096,1414.0,5943.0,1.061,1.093,4.425,342.14,observed,1.2599216501704964,5.011189806257446
HATS-31 b,HATS-31,1.0,Transit,2016.0,HATSouth,FV,3.3779472,0.0478,18.38276,279.6904,1.64,0.88,0.233,1823.0,6050.0,1.87,1.275,4.0,773.974,observed,4.203340396700878,5.165544747553675
HATS-32 b,HATS-32,1.0,Transit,2016.0,HATSouth,GV,2.8126542666666663,0.04024,14.000041,292.4036,1.249,0.92,0.471,1437.0,5700.0,1.097,1.099,4.396,745.116,observed,1.1397314377958434,5.226907857011266
HATS-33 b,HATS-33,1.0,Transit,2016.0,HATSouth,GV,2.5495616116666664,0.03729,13.361128,378.85336,1.192,1.192,0.08,1429.0,5659.0,1.022,1.062,4.445,248.46,observed,0.9610598126179642,5.337538869129915
HATS-34 b,HATS-34,1.0,Transit,2016.0,HATSouth,GV,2.1061608933333336,0.03166,16.02887,299.07803,1.43,0.941,0.108,1445.0,5380.0,0.98,0.955,4.435,508.8419999999999,observed,0.7218901300489601,5.493146915812882
HATS-35 b,HATS-35,1.0,Transit,2016.0,HATSouth,FV,1.82100047,0.03199,16.409976,388.38826,1.464,1.222,0.306,2037.0,6300.0,1.433,1.317,4.244,514.555,observed,2.902314212613825,6.41742425548387
HATS-36 b,HATS-36,1.0,Transit,2018.0,HATSouth,G0 V,4.175211675000001,0.053275,13.233278749999998,1022.14128,1.1816613,3.216,0.105,1279.5,6049.5,1.0939,1.161,4.4,856.436,observed,1.4378812445243567,4.669059029900681
HATS-37 A b,HATS-37 A,2.0,Transit,2020.0,HATSouth,GV,4.3315366,0.04913,6.792654,31.46517,0.606,0.099,0.0,1085.0,5326.0,0.877,0.843,4.478,211.896,observed,0.5552565433147055,4.143004349367674
HATS-38 b,HATS-38,1.0,Transit,2020.0,HATSouth,GV,4.3750315,0.05036,6.882326,23.51942,0.614,0.074,0.0,1294.0,5732.0,1.105,0.89,4.301,343.525,observed,1.1826034262601353,4.204623628746844
HATS-39 b,HATS-39,1.0,Transit,2018.0,HATSouth,FV,4.5776351,0.06007,17.59813,200.2329,1.57,0.63,0.275,1645.0,6572.0,1.6209999999999998,1.3790000000000002,4.158,878.521,observed,4.397907580952312,4.792126801101397
HATS-4 b,HATS-4,1.0,Transit,2014.0,HATSouth,G,2.516727825,0.036215,11.43309,418.255235,1.02,1.3159999999999998,0.013,1315.0,5403.0,0.926,1.0008,4.51,416.459,observed,0.6556192452317127,5.257803940408248
HATS-40 b,HATS-40,1.0,Transit,2018.0,HATSouth,FIV,3.264276166666667,0.04997,17.71022,505.3497,1.58,1.59,0.312,2101.0,6460.0,2.26,1.561,3.921,1342.29,observed,7.980623087630577,5.5901281097780435
HATS-41 b,HATS-41,1.0,Transit,2018.0,HATSouth,FIV,4.193656475,0.0583,14.90797,3082.951,1.33,9.7,0.38,1710.0,6424.0,1.71,1.4959999999999998,4.14,737.668,observed,4.4679077734960275,5.06648199205952
HATS-42 b,HATS-42,1.0,Transit,2018.0,HATSouth,FV,2.292102435,0.03689,15.6926,597.5204,1.4,1.88,0.229,1856.0,6060.0,1.4799999999999998,1.273,4.201,800.377,observed,2.650353341966595,5.875365086424802
HATS-43 b,HATS-43,1.0,Transit,2018.0,HATSouth,KV,4.3888492,0.04944,13.22662,82.95363,1.18,0.261,0.1714999999999999,1003.0,5099.0,0.812,0.837,4.539,362.273,observed,0.39989130051180477,4.115271399521056
HATS-44 b,HATS-44,1.0,Transit,2018.0,HATSouth,KV,2.74390025,0.03649,11.960003,177.9848,1.067,0.56,0.279,1161.0,5080.0,0.847,0.86,4.514,446.035,observed,0.42865857882229463,4.855537112391633
HATS-45 b,HATS-45,1.0,Transit,2018.0,HATSouth,FV,4.187620024999999,0.05511,14.414774,222.481,1.286,0.7,0.24,1518.0,6450.0,1.315,1.272,4.305,772.11,observed,2.6852221079643597,4.805110000084075
HATS-46 b,HATS-46,1.0,Transit,2018.0,HATSouth,GV,4.742371375,0.05367,10.121727,54.98459,0.903,0.173,0.559,1054.0,5495.0,0.8530000000000001,0.917,4.542,453.808,observed,0.5951942121417471,4.134222575464739
HATS-47 b,HATS-47,1.0,Transit,2020.0,HATSouth,KV,3.922803233333333,0.04269,12.520453,117.27927,1.117,0.369,0.088,852.9,4512.0,0.6564,0.674,4.633,300.67,observed,0.16021506806684824,3.974128036143468
HATS-48 A b,HATS-48 A,2.0,Transit,2020.0,HATSouth,KV,3.131666986666667,0.03769,8.9672,77.23269,0.8,0.243,0.162,954.6,4546.0,0.7152,0.7279,4.5909,263.609,observed,0.19600294062009152,4.395393635060346
HATS-49 b,HATS-49,1.0,Transit,2020.0,HATSouth,KV,4.1480467,0.04515,8.574885,112.19399,0.765,0.353,0.071,834.8,4405.0,0.6977,0.7133,4.6036,324.413,observed,0.16444131721160196,3.975412680478316
HATS-5 b,HATS-5,1.0,Transit,2014.0,HATSouth,G,4.763388555,0.05424,10.222804,75.48327,0.912,0.2375,0.019,1025.0,5304.0,0.8708,0.9368,4.53,246.384,observed,0.5384442608653249,4.156603362350258
HATS-50 b,HATS-50,1.0,Transit,2017.0,HATSouth,GV,3.8297015,0.05046,12.66617,123.9537,1.13,0.39,0.516,1142.7618724055915,5990.0,1.117,1.168,4.411,756.742,observed,1.4411310843509455,4.811968572788342
HATS-51 b,HATS-51,1.0,Transit,2017.0,HATSouth,GV,3.348869405,0.04639,15.80469,244.09344,1.41,0.768,0.33,1553.0,5758.0,1.4400000000000002,1.187,4.198,389.57,observed,2.0450384428128774,5.059273494951559
HATS-52 b,HATS-52,1.0,Transit,2017.0,HATSouth,FV,1.3666554066666663,0.02498,15.490838,711.9392,1.382,2.24,0.246,1834.0,6010.0,1.046,1.111,4.445,555.134,observed,1.2807109037313764,6.670153008478764
HATS-53 b,HATS-53,1.0,Transit,2017.0,HATSouth,GV,3.85377776,0.04753,15.02006,189.10885,1.34,0.595,0.33,1312.0,5644.0,1.101,0.964,4.34,585.77,observed,1.103602074666419,4.50432370578024
HATS-54 b,HATS-54,1.0,Transit,2019.0,HATSouth,G6 V,2.54417965,0.037315,11.668559205,240.437795235,1.041,0.7565,0.063,1527.0,5661.5,1.2735,1.0735,4.220000000000001,748.585,observed,1.4949056908156941,5.364562203177491
HATS-55 b,HATS-55,1.0,Transit,2019.0,HATSouth,FV,4.204194866666668,0.05412,14.022459,292.72143,1.251,0.921,0.092,1367.0,6214.0,1.126,1.1955,4.4121,609.838,observed,1.6961006737700735,4.700790324803224
HATS-56 b,HATS-56,1.0,Transit,2019.0,HATSouth,FIV,4.3247771,0.06043,18.920792,191.33366,1.688,0.602,0.019,1902.0,6536.0,2.201,1.573,3.949,564.409,observed,7.9319160520090675,5.102852889038894
HATS-57 b,HATS-57,1.0,Transit,2019.0,HATSouth,GV,2.3506192,0.03493,12.767051,1000.21101,1.139,3.147,0.028,1413.4,5587.0,0.96,1.026,4.484,279.485,observed,0.8056510946002754,5.420625097542182
HATS-58 A b,HATS-58 A,2.0,Transit,2019.0,HATSouth,FIV,4.2180787,0.05798,12.273855,327.3649,1.095,1.03,0.168,1721.0,7175.0,1.433,1.461,4.292,403.59100000000007,observed,4.882810304111092,5.020662018097708
HATS-59 b,HATS-59,1.0,Transit,2018.0,HATSouth,GV,5.41609435,0.06112,12.621334,256.17098,1.126,0.806,0.129,1128.0,5670.0,1.036,1.038,4.422,642.884,observed,0.995271564871486,4.121753239572573
HATS-59 c,HATS-59,1.0,Radial Velocity,2018.0,HATSouth,GV,1422.0,2.504,53.13224738393306,4036.441,,12.7,0.083,175.9,5670.0,1.036,1.038,4.422,642.884,observed,0.995271564871486,0.6439564513755959
HATS-6 b,HATS-6,1.0,Transit,2015.0,HATSouth,M1 V,3.3252689339999995,0.03623,11.186582,101.38777,0.998,0.319,0.0,712.8,3724.0,0.57,0.574,4.683,169.318,observed,0.056063247449246116,3.9810420343403043
HATS-60 b,HATS-60,1.0,Transit,2018.0,HATSouth,GV,3.56081945,0.04708,12.923977,210.40346,1.153,0.662,0.191,1528.0,5688.0,1.46,1.097,4.148,486.474,observed,2.001860970682526,4.827920062024746
HATS-61 b,HATS-61,1.0,Transit,2018.0,HATSouth,GV,7.8179425,0.07908,13.394755,1080.622,1.195,3.4,0.092,1226.1,5542.0,1.664,1.076,4.028,679.761,observed,2.3434871670394077,3.6893324292561145
HATS-62 b,HATS-62,1.0,Transit,2018.0,HATSouth,GV,3.2768837,0.04163,11.825495,56.89157,1.055,0.179,0.298,1237.0,5416.0,0.933,0.896,4.451,523.067,observed,0.6719976590605758,4.640083365963571
HATS-63 b,HATS-63,1.0,Transit,2018.0,HATSouth,GV,3.0566502666666664,0.04026,13.529263,305.1168,1.207,0.96,0.136,1398.3,5627.0,1.07,0.931,4.349,623.232,observed,1.0298288780010094,4.809644079952375
HATS-64 b,HATS-64,1.0,Transit,2018.0,HATSouth,FIV,4.908893099999999,0.06562,18.819911,305.1168,1.679,0.96,0.151,1793.0,6554.0,2.113,1.564,3.982,1080.15,observed,7.391193841830326,4.882870937676836
HATS-65 b,HATS-65,2.0,Transit,2018.0,HATSouth,FV,3.105160165,0.04497,16.824709,260.93843,1.501,0.821,0.062,1634.0,6277.0,1.31,1.257,4.303,493.32,observed,2.390236950724147,5.287874984430816
HATS-66 b,HATS-66,1.0,Transit,2018.0,HATSouth,FV,3.14143905,0.04714,15.815899,1694.0339,1.411,5.33,0.064,1998.0,6626.0,1.841,1.411,4.057,1477.98,observed,5.861424201370283,5.471969925135613
HATS-67 b,HATS-67,1.0,Transit,2018.0,HATSouth,FV,1.6091816533333334,0.03032,18.887165,460.8535,1.685,1.45,0.057,2193.0,6594.0,1.441,1.435,4.278,960.109,observed,3.522196513298126,6.880758828511484
HATS-68 b,HATS-68,1.0,Transit,2018.0,HATSouth,FV,3.586220575,0.05071,13.809488,410.0007,1.232,1.29,0.036,1741.0,6147.0,1.748,1.351,4.083,603.955,observed,3.914042698121984,5.1624499383688365
HATS-69 b,HATS-69,1.0,Transit,2018.0,HATSouth,KV,2.225255966666667,0.03211,10.592505,183.38791,0.945,0.577,0.519,1295.7,5137.0,0.8785,0.892,4.501,414.537,observed,0.48218272225871767,5.271536991297794
HATS-7 b,HATS-7,1.0,Transit,2015.0,HATSouth,K2,3.18531395,0.04012,6.310667,38.616345,0.563,0.1215,0.145,1084.0,4985.0,0.815,0.849,4.545,240.707,observed,0.36801516736252365,4.600959039461015
HATS-70 b,HATS-70,1.0,Transit,2019.0,HATSouth,AV,1.888238645,0.03632,15.513256,4100.007,1.384,12.9,0.18,2730.0,7930.0,1.881,1.78,4.167,1458.83,observed,12.55336597816524,7.001838110304945
HATS-71 b,HATS-71,1.0,Transit,2020.0,HATSouth,M3 V,3.795519366666667,0.03745,11.478016,117.5971,1.024,0.37,0.0,586.8,3405.0,0.4783,0.4861,4.7653,140.225,observed,0.027590468603324383,3.6033950988022903
